# 2 1 0.5 17.7055468612 1
0.0 0  0  -0.1  17.7055468612  0.0  1.22611726393  0.000719299099311  2.59226831167
0.05 4.07835755086e-06  0.00567036366674  -0.0999997397688  17.7005468677  7.84394677893e-09  1.22611726413  0.000719695076563  2.59230428656
0.1 8.15930976145e-06  0.0113409336253  -0.099999479359  17.6955468873  1.57010218731e-08  1.22611726472  0.000720091380264  2.5923402813
0.15 1.22428591127e-05  0.017011710008  -0.0999992187702  17.6905469199  2.35712477002e-08  1.22611726571  0.000720488010775  2.5923762959
0.2 1.63290030619e-05  0.0226826926797  -0.0999989580027  17.6855469656  3.14546011192e-08  1.22611726709  0.000720884967725  2.59241233035
0.25 2.04177429409e-05  0.028353881712  -0.0999986970564  17.6805470243  3.9351093701e-08  1.22611726886  0.000721282251305  2.59244838466
0.3 2.45090812023e-05  0.0340252772364  -0.0999984359311  17.675547096  4.72607471477e-08  1.22611727103  0.00072167986187  2.59248445884
0.35 2.86030203162e-05  0.0396968793851  -0.0999981746268  17.6705471808  5.51835833313e-08  1.2261172736  0.000722077799777  2.59252055291
0.4 3.2699562759e-05  0.0453686882907  -0.0999979131431  17.6655472787  6.311962419e-08  1.22611727656  0.000722476065385  2.59255666688
0.45 3.67987110039e-05  0.0510407040855  -0.0999976514801  17.6605473896  7.10688916496e-08  1.22611727992  0.00072287465905  2.59259280078
0.5 4.09004675365e-05  0.0567129269026  -0.0999973896374  17.6555475137  7.90314077565e-08  1.22611728368  0.000723273581132  2.59262895461
0.55 4.50048348409e-05  0.0623853568748  -0.099997127615  17.6505476508  8.70071945578e-08  1.22611728784  0.000723672831991  2.5926651284
0.6 4.91118154082e-05  0.0680579941353  -0.0999968654127  17.6455478011  9.49962741761e-08  1.22611729239  0.000724072411987  2.59270132216
0.65 5.32214117322e-05  0.0737308388173  -0.0999966030303  17.6405479644  1.02998668769e-07  1.22611729735  0.000724472321481  2.59273753591
0.7 5.73336263092e-05  0.0794038910544  -0.0999963404677  17.6355481409  1.11014400533e-07  1.2261173027  0.000724872560834  2.59277376966
0.75 6.14484616398e-05  0.0850771509801  -0.0999960777248  17.6305483305  1.19043491711e-07  1.22611730846  0.000725273130408  2.59281002343
0.8 6.55659202274e-05  0.090750618728  -0.0999958148013  17.6255485333  1.27085964588e-07  1.22611731462  0.000725674030565  2.59284629724
0.85 6.96860045783e-05  0.096424294432  -0.0999955516971  17.6205487492  1.35141841486e-07  1.22611732118  0.000726075261668  2.59288259111
0.9 7.38087172028e-05  0.102098178226  -0.099995288412  17.6155489783  1.43211144774e-07  1.22611732814  0.00072647682408  2.59291890504
0.95 7.79340606146e-05  0.107772270244  -0.0999950249459  17.6105492205  1.51293896868e-07  1.22611733551  0.000726878718166  2.59295523906
1.0 8.20620373297e-05  0.113446570621  -0.0999947612987  17.6055494759  1.59390120216e-07  1.22611734328  0.000727280944288  2.59299159318
1.05 8.61926498677e-05  0.11912107949  -0.0999944974701  17.6005497445  1.6749983731e-07  1.22611735146  0.000727683502814  2.59302796743
1.1 9.03259007519e-05  0.124795796986  -0.0999942334601  17.5955500263  1.75623070691e-07  1.22611736004  0.000728086394106  2.59306436181
1.15 9.44617925086e-05  0.130470723244  -0.0999939692684  17.5905503213  1.83759842936e-07  1.22611736903  0.000728489618533  2.59310077634
1.2 9.86003276667e-05  0.136145858399  -0.0999937048949  17.5855506296  1.91910176661e-07  1.22611737843  0.000728893176459  2.59313721105
1.25 0.000102741508759  0.141821202585  -0.0999934403394  17.580550951  2.00074094532e-07  1.22611738823  0.000729297068251  2.59317366594
1.3 0.000106885338321  0.147496755938  -0.0999931756017  17.5755512857  2.08251619252e-07  1.22611739845  0.000729701294278  2.59321014104
1.35 0.000111031818893  0.153172518592  -0.0999929106818  17.5705516336  2.16442773567e-07  1.22611740907  0.000730105854907  2.59324663635
1.4 0.000115180953016  0.158848490682  -0.0999926455795  17.5655519948  2.24647580266e-07  1.2261174201  0.000730510750506  2.59328315191
1.45 0.000119332743236  0.164524672345  -0.0999923802945  17.5605523692  2.3286606218e-07  1.22611743155  0.000730915981444  2.59331968772
1.5 0.000123487192101  0.170201063716  -0.0999921148267  17.5555527569  2.41098242183e-07  1.2261174434  0.00073132154809  2.5933562438
1.55 0.000127644302164  0.17587766493  -0.0999918491761  17.5505531579  2.49344143189e-07  1.22611745567  0.000731727450815  2.59339282016
1.6 0.000131804075981  0.181554476123  -0.0999915833423  17.5455535721  2.57603788159e-07  1.22611746835  0.000732133689988  2.59342941683
1.65 0.000135966516108  0.187231497431  -0.0999913173252  17.5405539997  2.65877200092e-07  1.22611748144  0.000732540265981  2.59346603383
1.7 0.000140131625109  0.19290872899  -0.0999910511248  17.5355544406  2.74164402034e-07  1.22611749495  0.000732947179165  2.59350267116
1.75 0.000144299405548  0.198586170936  -0.0999907847407  17.5305548948  2.82465417071e-07  1.22611750887  0.000733354429911  2.59353932884
1.8 0.000148469859994  0.204263823406  -0.099990518173  17.5255553623  2.90780268332e-07  1.2261175232  0.000733762018593  2.5935760069
1.85 0.000152642991018  0.209941686535  -0.0999902514213  17.5205558431  2.99108978991e-07  1.22611753796  0.000734169945583  2.59361270535
1.9 0.000156818801195  0.215619760461  -0.0999899844855  17.5155563373  3.07451572263e-07  1.22611755313  0.000734578211255  2.5936494242
1.95 0.000160997293103  0.221298045321  -0.0999897173655  17.5105568448  3.15808071408e-07  1.22611756871  0.000734986815982  2.59368616348
2.0 0.000165178469324  0.22697654125  -0.0999894500612  17.5055573657  3.24178499726e-07  1.22611758472  0.000735395760139  2.5937229232
